n,k,count
117,99,13
121,108,12
99,20,13
92,79,13
122,109,13
139,54,19
169,109,38
174,30,58
148,94,35
150,64,49
139,106,27
151,129,48
141,103,19
167,89,44
167,78,41
88,53,12
147,16,38
123,110,19
124,14,16
170,74,20
153,122,42
155,129,62
173,36,44
165,56,164
159,153,115
117,48,12
115,87,14
117,73,13
82,77,23
122,46,14
151,117,40
133,5,59
154,85,80
150,140,44
152,139,37
133,11,27
164,12,200
155,144,69
158,7,106
152,145,81
141,107,24
144,111,24
139,121,25
134,32,14
132,28,21
128,100,20
107,31,11
123,18,17
81,39,4
74,35,2
43,2,12
45,44,48
46,43,7
45,1,55
69,68,80
130,83,15
152,81,48
142,10,30
147,28,32
128,82,10
125,53,16
135,134,305
126,53,11
125,71,15
127,75,21
125,72,20
128,97,17
129,97,16
131,30,9
128,85,12
150,74,32
159,136,96
136,45,15
64,63,66
63,62,68
149,141,58
75,25,5
150,62,53
81,72,10
108,22,16
117,52,8
164,147,141
173,33,54
174,33,38
129,44,16
123,40,9
119,76,10
167,112,84
164,143,197
168,61,58
119,50,13
91,1,119
88,35,10
153,56,61
112,35,9
110,38,16
125,55,15
152,114,42
149,22,37
147,29,28
145,49,26
114,63,7
90,53,4
82,9,10
151,15,17
150,125,34
129,102,14
159,134,108
155,126,54
137,88,19
135,86,22
139,21,27
127,41,7
110,32,9
97,28,2
101,22,7
107,38,10
168,103,59
107,36,8
149,70,35
140,59,18
78,77,91
78,5,15
77,69,10
72,30,8
69,41,3
80,4,26
130,71,19
151,40,45
83,6,16
122,68,16
141,43,26
151,91,49
65,47,5
172,139,105
137,132,69
127,45,21
163,77,161
124,99,18
142,17,24
140,129,33
125,82,17
133,89,15
144,127,35
107,93,18
59,1,66
142,99,21
140,97,26
123,47,16
141,133,46
133,107,17
105,17,15
140,12,28
130,93,17
132,63,23
112,26,6
118,113,46
117,71,15
127,70,18
129,103,20
137,128,39
124,63,13
117,81,14
112,63,8
142,132,37
129,47,21
133,112,19
116,68,8
148,21,42
147,130,34
147,138,49
136,68,15
139,86,16
90,48,10
120,113,28
159,152,131
159,144,42
162,137,145
92,76,11
85,3,33
155,36,63
159,25,107
144,36,32
86,38,9
169,114,43
157,61,124
63,18,4
58,9,6
145,139,73
143,46,17
135,9,23
143,116,32
137,105,21
135,109,24
126,94,18
39,1,25
39,38,39
135,124,19
129,60,12
94,2,63
107,8,16
92,11,11
150,71,47
155,147,80
147,72,32
167,88,63
78,51,6
169,52,62
142,26,28
170,38,97
162,57,161
130,114,18
40,8,4
38,31,2
98,60,11
143,119,26
113,30,14
177,147,17
174,146,72
142,18,31
95,37,9
74,24,8
150,113,45
154,145,88
174,113,4
124,115,29
125,9,21
128,125,137
128,13,13
128,14,23
151,108,44
164,90,111
170,42,79
169,40,118
89,26,7
82,57,10
81,26,6
82,23,8
85,55,8
70,1,96
90,26,6
89,33,8
88,61,10
137,49,22
179,158,18
108,85,18
146,77,20
167,93,68
153,70,65
81,77,39
81,76,27
82,78,36
88,6,18
90,7,13
86,6,12
87,71,14
86,76,13
100,19,12
99,66,5
170,111,23
170,119,35
135,49,19
155,91,96
150,58,42
154,91,86
155,47,73
147,65,23
103,73,11
137,76,20
65,1,82
151,71,41
148,89,32
90,80,11
84,8,8
178,155,25
165,96,105
165,94,106
141,7,50
153,66,45
146,25,38
86,41,8
98,43,13
99,2,66
154,128,61
150,72,45
105,73,11
113,31,7
114,105,26
85,40,7
126,23,20
118,46,10
115,27,12
118,31,10
73,20,7
86,13,13
64,16,7
113,86,10
117,29,12
95,32,6
129,49,20
157,29,74
117,51,8
120,7,33
147,116,25
149,88,40
155,112,84
134,75,14
155,19,60
150,122,48
147,10,35
145,121,44
149,100,29
153,79,73
134,55,15
157,150,97
144,21,39
148,109,24
142,41,23
151,72,37
152,4,157
156,18,56
123,24,11
121,7,35
115,65,10
133,36,15
114,15,15
115,8,17
115,107,29
119,106,17
118,12,10
119,108,15
117,67,19
120,27,11
144,123,36
145,135,38
131,93,23
137,112,17
133,81,18
146,5,78
126,77,16
131,94,19
150,14,24
138,45,22
126,121,50
134,114,20
111,16,14
133,31,25
111,32,12
99,53,10
135,22,14
119,104,20
130,100,24
157,131,81
108,26,17
135,116,15
130,94,21
136,18,31
120,107,17
167,48,100
105,71,10
110,108,91
148,136,52
181,13,14
124,86,17
149,81,37
141,24,22
150,29,35
164,154,191
137,5,56
122,112,16
151,14,25
132,69,14
149,134,27
138,133,82
124,72,12
144,42,21
146,138,54
161,142,118
121,40,16
135,43,18
152,34,35
158,17,52
123,25,11
150,15,36
140,124,27
90,85,16
163,82,121
155,113,65
141,78,21
138,63,29
134,82,18
163,92,145
152,36,50
154,127,48
122,100,14
120,25,17
173,40,31
170,130,108
182,169,2
166,81,66
156,82,111
145,14,24
145,42,27
146,118,30
119,82,11
147,124,42
134,48,9
177,30,14
126,55,14
142,129,33
31,21,3
89,16,11
153,92,61
47,2,21
102,68,7
98,77,8
116,108,13
145,107,17
149,15,24
104,14,14
121,15,22
132,9,28
107,71,9
125,5,46
54,40,3
148,11,43
126,93,12
130,65,8
142,59,28
135,83,12
172,132,45
163,58,178
126,57,15
165,41,189
139,11,20
116,82,14
128,63,12
140,52,17
70,19,4
98,30,7
147,98,26
152,144,71
167,74,58
95,52,9
96,20,7
124,88,10
143,101,24
143,30,27
144,116,25
154,24,46
165,122,180
151,61,40
143,83,33
146,37,28
134,115,24
176,134,3
176,146,22
153,140,33
154,143,49
141,11,35
102,31,5
138,12,32
144,23,28
153,104,48
157,49,86
121,6,28
126,117,16
121,11,7
132,96,15
101,53,10
89,77,7
113,83,13
19,19,102
18,0,704
35,15,2
114,95,19
43,11,4
33,9,6
129,106,17
133,8,44
100,77,15
135,111,28
165,121,160
150,22,40
169,93,20
168,88,34
74,13,8
74,15,6
169,85,18
165,66,114
157,103,117
136,22,24
133,53,16
138,110,21
93,70,8
98,19,10
117,104,15
97,94,53
170,70,15
148,80,44
85,17,10
87,6,14
144,29,30
138,123,22
102,85,14
144,104,28
164,148,108
141,51,20
134,25,14
150,49,30
150,47,35
152,47,59
150,20,53
134,120,21
137,118,20
138,20,16
136,130,41
76,2,51
148,55,39
67,2,27
156,59,88
91,76,15
97,77,9
115,100,31
76,3,36
156,132,62
97,52,7
109,102,26
173,20,232
143,54,26
143,65,21
98,35,6
163,63,162
157,48,100
95,11,16
154,63,64
151,27,38
112,33,7
115,32,16
112,53,8
129,76,17
167,106,73
128,80,16
167,110,89
125,120,58
125,96,11
125,6,44
138,52,23
100,13,7
111,9,20
120,3,99
153,37,60
142,66,18
106,4,41
105,26,11
97,20,10
81,79,51
136,67,22
152,94,50
151,98,36
131,66,13
80,70,13
164,13,166
157,53,105
112,96,12
138,106,14
131,82,16
144,71,29
131,5,55
127,29,10
138,27,24
134,112,15
129,41,17
131,114,19
129,105,18
107,24,7
95,90,43
98,93,29
97,4,38
99,71,7
175,38,11
169,108,35
114,3,87
140,109,20
134,4,86
127,8,32
166,77,84
104,29,8
147,142,108
159,142,76
116,93,7
156,12,52
149,53,33
142,88,25
148,53,29
153,95,54
150,96,39
135,60,26
132,73,18
123,61,7
128,65,17
119,65,12
101,40,6
127,123,67
155,69,86
154,95,79
156,92,78
146,71,21
116,51,8
144,110,22
151,58,48
142,95,26
125,73,14
151,87,54
150,83,41
131,72,13
178,160,37
131,92,17
165,37,187
128,68,16
124,120,70
123,104,17
119,92,10
114,44,14
113,70,12
122,23,23
101,43,7
165,62,111
157,130,72
156,106,78
168,116,96
95,28,7
97,69,12
110,4,59
119,17,20
105,75,6
175,112,2
166,52,136
156,102,92
138,118,24
122,7,25
124,68,12
143,127,29
150,137,30
145,58,34
132,65,16
143,82,23
78,63,6
134,58,15
74,3,34
128,61,8
148,57,37
111,51,8
149,94,28
129,65,15
149,57,37
148,58,38
119,60,15
129,70,18
125,70,13
130,18,21
103,64,11
96,26,6
97,27,8
95,27,12
123,13,14
113,13,14
90,17,13
72,69,36
86,3,53
75,1,95
77,6,9
122,34,15
179,22,15
131,105,19
155,73,90
79,54,8
61,2,19
60,59,59
140,37,21
154,137,58
154,17,48
164,151,187
176,158,80
149,52,35
144,103,26
117,24,13
142,75,18
103,28,8
117,13,12
107,30,8
114,6,29
144,76,31
132,60,21
146,78,29
96,39,16
110,101,21
145,70,34
153,68,60
123,88,21
155,94,96
154,75,61
155,54,66
146,15,28
115,28,9
96,78,14
105,70,11
62,2,34
141,97,9
77,48,8
102,80,12
86,24,10
147,55,19
146,94,32
156,7,99
117,57,12
179,21,20
144,37,28
175,145,30
153,75,64
112,71,15
151,51,34
116,95,18
146,137,58
137,78,19
127,101,17
163,157,203
146,40,29
116,78,8
144,101,22
149,74,29
120,89,15
122,89,16
121,39,9
115,34,11
150,78,43
85,59,12
131,25,17
33,32,18
133,55,20
34,33,23
42,40,12
45,2,15
55,1,66
76,35,6
95,6,13
140,111,21
153,24,46
148,36,28
136,98,23
152,60,62
59,36,8
100,56,8
93,86,11
104,75,14
67,62,10
69,29,6
45,3,12
81,34,12
141,4,82
141,137,106
112,5,31
79,5,23
123,112,19
140,128,31
150,111,21
130,9,21
143,111,22
157,120,110
118,61,13
149,32,32
161,149,107
152,122,51
122,13,15
117,62,11
98,22,7
129,27,11
115,62,11
134,54,14
128,43,12
129,87,20
89,64,8
95,84,17
155,77,76
138,35,13
96,75,12
112,103,12
139,128,25
143,11,40
106,32,7
149,71,32
142,38,27
161,127,148
158,128,97
169,117,57
172,140,98
150,135,34
148,115,43
153,17,35
158,6,92
93,36,9
170,97,20
138,66,14
136,75,27
118,54,13
164,94,127
100,36,6
165,91,93
132,77,14
103,33,6
172,102,4
170,98,17
131,83,17
137,13,19
121,26,11
121,32,12
141,75,25
146,85,41
171,86,7
109,16,17
135,51,18
140,84,19
150,80,39
145,90,24
132,8,31
132,127,71
172,114,12
180,161,9
140,56,23
126,33,14
172,110,11
154,99,53
139,7,51
127,44,22
148,67,31
172,106,6
134,50,24
149,69,45
109,24,12
148,72,36
155,132,54
152,22,44
146,65,24
150,48,32
148,41,33
170,60,20
85,11,14
176,29,33
168,100,32
166,99,73
161,139,123
56,29,6
32,1,33
176,137,8
79,7,8
156,99,119
122,74,13
128,62,13
144,85,36
132,71,17
139,10,29
127,122,54
127,61,14
40,28,7
54,31,9
136,36,17
143,109,34
182,6,41
169,43,79
159,14,63
170,99,13
160,61,158
130,23,14
137,42,20
137,115,22
139,70,14
140,72,15
140,83,11
140,45,21
139,67,19
146,22,32
151,44,58
95,73,11
138,107,23
109,77,13
99,76,11
153,38,49
169,107,30
145,99,21
124,43,18
95,14,11
117,21,16
91,20,10
149,24,34
152,29,40
108,82,12
113,84,10
150,66,51
132,107,12
43,34,11
78,36,2
96,13,12
91,57,9
96,4,27
92,52,12
87,47,14
136,114,25
131,109,23
130,72,15
81,31,8
143,67,21
128,8,35
143,60,24
137,69,20
150,61,41
143,61,27
101,16,12
66,8,7
64,41,7
131,63,14
153,12,56
88,20,6
137,120,27
131,19,19
152,28,33
93,80,9
148,93,29
86,62,10
127,39,11
126,14,21
110,96,13
93,8,5
94,4,49
89,36,9
177,148,15
172,44,37
100,97,62
152,74,56
169,65,38
135,33,18
135,34,25
134,98,18
99,59,9
103,100,78
103,21,16
80,39,9
102,63,6
146,32,22
109,36,14
107,62,10
179,164,38
181,12,20
137,85,24
149,31,29
131,11,20
159,140,74
133,61,14
133,41,14
133,75,22
136,39,21
108,44,9
121,23,10
141,18,24
142,7,56
144,56,25
149,95,26
162,30,169
148,75,39
137,98,31
138,39,24
140,110,24
146,20,36
146,131,25
152,16,34
135,76,17
146,64,32
140,42,33
141,44,13
114,81,13
118,102,10
168,74,39
148,42,26
175,131,6
170,114,30
171,112,11
98,16,10
144,136,49
158,29,77
174,144,65
175,142,21
173,74,4
137,60,11
172,105,5
170,103,15
151,6,71
161,148,108
157,146,92
129,46,8
139,36,25
138,92,17
136,66,20
137,71,25
139,76,25
135,37,21
150,44,43
62,60,31
59,2,30
140,91,19
146,127,40
123,72,17
122,47,16
72,16,7
147,44,32
155,142,66
148,124,33
125,103,17
147,53,26
157,105,101
169,72,24
110,3,70
110,93,10
128,84,11
123,76,10
76,5,14
172,61,5
134,79,12
125,95,12
140,85,25
145,52,19
146,79,29
147,31,32
130,55,22
142,119,25
144,22,32
122,52,8
168,60,59
174,62,6
170,63,23
148,23,55
166,94,72
169,98,26
152,84,62
168,95,35
95,78,10
131,56,12
80,11,14
78,67,8
61,53,12
63,60,24
62,4,12
69,10,7
71,20,5
58,27,2
62,13,6
58,45,7
59,15,6
64,51,7
60,32,4
156,130,43
35,3,4
32,28,6
153,116,44
63,15,6
54,51,17
52,7,8
36,1,21
55,21,3
28,27,13
147,50,24
104,93,8
172,62,6
171,65,5
142,81,20
154,139,35
106,36,6
114,31,13
72,35,9
67,36,7
154,88,63
122,4,61
163,8,154
169,110,54
74,55,6
151,86,46
157,121,89
144,96,19
97,43,9
118,55,10
121,81,9
115,111,53
143,16,25
84,2,34
177,35,10
183,38,1
183,15,2
183,50,1
183,133,1
145,18,38
129,36,9
126,118,39
148,34,26
122,75,19
123,48,22
72,4,19
124,26,12
109,9,11
143,56,22
130,117,15
99,62,14
98,37,9
131,49,22
129,82,18
112,37,11
171,115,24
121,113,27
121,8,29
119,7,30
122,61,13
133,117,23
124,24,8
122,97,16
130,29,14
133,84,12
132,109,15
131,81,19
128,51,11
121,46,13
144,132,25
127,77,19
101,54,9
91,56,8
96,12,9
130,58,16
77,65,10
106,99,19
77,24,10
142,9,42
73,10,6
65,2,31
100,96,31
95,39,8
123,93,17
102,86,7
78,42,8
83,74,12
131,106,13
151,77,44
112,22,11
115,72,10
117,19,14
114,14,13
85,8,9
126,72,15
144,64,24
143,44,21
142,65,23
144,67,22
104,12,10
148,119,35
143,89,32
145,77,25
119,36,7
96,47,10
100,45,11
115,76,9
83,5,26
71,54,2
96,53,6
93,44,9
138,46,19
145,85,24
141,99,22
136,52,15
143,55,26
147,37,29
155,15,32
140,78,25
134,40,18
143,64,19
157,19,75
55,48,7
138,82,17
125,85,9
152,69,67
83,2,53
156,84,107
152,86,57
155,87,85
148,84,45
154,84,62
129,71,12
176,94,1
181,167,9
156,55,93
94,88,16
98,94,43
117,89,10
119,90,11
120,51,12
150,146,139
131,29,18
137,82,17
103,38,5
71,33,4
98,27,14
94,70,7
104,2,68
90,66,9
93,59,9
94,59,9
96,27,8
89,22,6
81,42,8
60,22,4
75,28,6
81,11,12
70,59,8
60,49,4
105,66,7
103,11,4
93,32,9
109,6,17
106,35,11
88,39,8
107,97,14
109,99,13
87,51,6
84,64,10
95,23,9
99,36,14
75,35,1
94,20,6
63,26,4
93,11,13
98,6,19
88,21,10
92,65,12
94,64,5
93,62,11
57,35,7
85,23,9
88,63,2
93,65,19
82,7,10
61,21,2
82,48,7
97,60,10
85,81,23
80,66,6
86,75,17
76,70,17
80,13,4
71,56,5
67,15,4
78,2,44
73,61,8
74,7,6
58,51,5
57,46,8
53,50,11
53,2,19
51,45,6
116,36,13
88,81,9
105,56,14
160,152,111
132,106,14
54,5,3
60,57,24
69,7,10
75,5,10
147,105,28
129,40,14
124,53,16
64,8,6
65,3,24
52,3,14
113,94,14
105,10,12
110,99,9
105,35,8
107,20,12
145,67,34
145,8,57
86,74,6
143,128,28
148,64,39
145,53,23
140,119,24
96,71,13
98,72,7
94,33,8
98,73,10
102,92,12
75,71,23
134,61,14
119,89,20
89,58,6
105,6,22
141,94,21
97,38,8
100,66,12
94,57,4
98,59,12
99,40,8
101,66,8
101,77,8
99,58,9
99,21,12
67,4,22
101,76,6
111,105,32
96,65,7
82,69,10
73,65,15
79,37,9
113,29,12
137,114,26
74,45,5
64,34,9
55,53,16
34,4,6
51,36,1
51,15,2
61,28,7
99,63,8
94,21,10
95,29,7
96,68,9
96,67,8
95,60,8
77,33,6
78,49,7
80,65,9
82,54,6
92,25,8
92,57,7
90,60,8
92,61,2
86,23,11
93,26,9
91,22,11
91,65,12
92,71,5
59,23,4
97,90,11
94,58,7
96,30,8
95,26,9
102,8,13
99,46,11
94,60,10
90,54,3
100,4,27
94,52,7
89,41,7
125,60,12
87,53,7
83,59,6
86,32,10
90,55,10
121,64,16
101,38,13
120,80,9
99,44,12
97,75,4
117,40,5
93,60,9
107,44,14
98,21,13
98,45,11
82,44,7
138,71,17
154,34,56
106,50,9
73,64,8
73,22,5
69,60,10
141,33,19
153,47,45
156,108,87
135,68,16
148,49,30
170,120,57
108,63,14
139,40,20
143,49,18
118,28,12
111,43,16
129,33,16
122,79,15
139,97,26
139,41,31
146,116,30
153,143,63
151,46,45
70,68,36
70,15,6
165,72,109
79,4,25
146,83,26
143,70,24
147,96,38
174,83,2
170,78,9
145,75,28
153,139,34
111,30,7
157,95,126
123,71,21
118,82,19
145,54,35
129,89,9
154,68,68
138,101,23
150,35,40
118,111,20
137,28,19
136,123,11
143,136,50
148,138,47
135,4,92
121,120,214
147,43,27
171,58,22
142,25,26
166,114,118
140,30,21
138,134,68
151,8,66
123,114,25
150,41,32
111,76,9
110,35,7
152,66,52
116,37,9
124,66,12
128,53,11
130,56,16
130,24,14
141,127,22
96,14,22
86,77,7
85,77,8
101,85,8
105,80,6
105,81,14
117,37,11
101,5,30
131,71,17
116,10,12
134,78,11
117,82,9
103,93,17
111,31,18
130,80,18
131,31,19
93,78,7
96,80,12
125,29,16
122,25,11
126,37,13
110,98,13
152,100,46
141,91,24
171,123,32
174,132,11
150,11,50
174,43,16
173,132,27
177,51,2
171,46,45
179,31,5
176,42,1
180,158,3
139,108,18
130,112,26
126,110,19
157,133,60
140,122,20
141,125,35
124,67,14
89,13,13
87,74,11
112,75,8
152,67,52
110,31,8
150,144,102
119,64,13
81,12,16
69,6,11
65,59,9
65,6,5
63,5,14
64,62,27
95,5,30
84,81,59
98,78,8
91,59,4
95,43,15
152,52,58
99,11,11
108,18,15
97,81,19
99,17,12
147,91,26
178,28,13
167,44,134
140,134,57
145,94,32
66,10,4
89,81,8
128,54,9
92,9,5
78,4,22
133,49,23
147,24,37
112,107,40
61,26,5
92,80,8
124,9,24
97,9,8
113,109,69
95,89,16
103,6,18
101,4,49
140,48,21
141,126,16
95,22,14
137,53,23
123,22,10
122,115,32
144,94,25
129,35,21
153,57,74
147,26,27
134,116,27
139,119,28
106,72,5
114,110,55
100,78,7
114,111,65
169,105,22
171,66,13
139,134,81
173,112,5
175,127,6
173,124,15
157,117,90
172,124,26
170,87,12
138,98,30
185,1,28
170,89,6
135,39,17
143,105,28
169,83,17
145,83,27
128,5,62
157,140,45
123,44,14
100,12,12
112,12,20
109,61,10
130,25,28
129,24,8
48,47,54
90,10,9
80,17,12
82,4,36
159,92,133
157,132,66
71,42,8
140,108,23
64,13,9
66,12,7
81,40,12
96,73,15
112,92,11
122,78,12
127,86,10
124,91,11
88,3,47
153,46,59
75,64,10
72,67,9
129,77,15
136,59,23
143,90,29
135,131,91
154,148,91
142,13,21
137,20,20
142,114,27
153,119,53
153,11,50
123,43,11
114,19,17
121,5,42
110,92,15
145,81,34
113,49,11
114,76,16
130,66,15
112,109,76
110,73,13
74,29,6
76,48,11
99,13,17
101,20,13
94,53,11
91,72,10
130,45,21
179,16,30
144,114,19
135,26,24
141,104,23
153,7,60
124,64,14
167,105,65
150,103,36
149,124,43
149,125,44
144,128,20
123,9,16
68,37,6
90,46,8
166,74,95
50,21,2
150,138,38
153,129,46
152,137,46
159,128,100
170,128,78
169,113,49
169,66,20
120,69,11
150,38,34
153,114,56
94,35,9
139,51,16
128,95,19
119,87,14
108,30,10
143,96,19
80,7,4
84,42,9
90,3,36
147,38,30
44,12,3
155,22,52
148,96,38
138,34,25
131,16,27
124,114,32
112,104,25
111,7,14
116,5,45
144,39,29
151,5,93
106,7,23
136,103,20
167,96,52
169,95,30
144,32,19
146,92,21
145,92,27
146,31,30
149,138,43
173,49,14
136,105,14
148,91,45
142,29,27
131,104,14
153,130,37
143,24,24
131,59,20
140,115,27
130,111,29
133,16,28
153,112,43
154,112,60
140,132,52
125,88,17
118,99,15
118,65,10
129,122,41
128,6,44
103,98,20
151,118,45
107,54,9
119,77,13
99,73,11
147,132,18
131,108,19
38,3,9
35,4,6
55,35,5
96,72,3
97,66,11
70,43,7
91,70,10
147,25,33
146,19,31
88,33,6
67,44,7
77,41,9
66,32,5
68,59,9
66,65,69
67,49,11
140,100,23
142,116,23
155,117,56
136,50,18
138,103,20
142,23,31
140,81,24
159,81,133
149,98,41
115,60,12
151,57,37
131,84,17
171,57,20
101,31,7
116,109,32
118,105,19
110,69,7
141,40,24
108,4,36
104,69,11
111,55,8
112,36,14
117,70,9
106,98,14
107,5,28
108,103,34
126,35,21
185,183,8
118,39,8
141,14,15
151,107,36
149,103,29
141,52,9
88,5,14
128,123,56
106,6,29
155,30,59
145,130,23
142,14,21
174,49,6
147,42,35
141,57,14
104,16,13
117,42,11
116,46,16
113,58,13
114,60,8
113,60,12
126,65,15
122,27,12
121,102,17
120,100,10
110,90,16
131,22,25
106,20,11
105,54,16
103,97,27
147,118,30
149,140,53
152,147,112
130,48,15
129,6,50
126,73,14
126,101,16
158,145,64
148,43,39
63,43,4
66,24,8
142,136,61
146,132,27
84,24,4
93,67,7
109,63,11
118,8,30
95,34,9
100,29,9
106,83,13
116,96,13
112,86,15
95,80,15
97,79,13
99,18,16
128,99,8
101,73,13
138,8,49
133,99,21
135,94,19
121,53,9
118,80,15
117,32,12
112,46,12
101,46,7
100,44,8
104,38,4
106,38,14
109,70,7
181,168,12
158,19,89
124,90,11
141,128,19
143,106,32
150,106,37
151,12,46
150,98,28
76,30,4
85,2,47
120,79,5
118,27,12
89,11,13
132,45,16
133,123,23
145,133,24
98,49,7
95,79,16
84,4,30
153,80,70
158,129,85
96,19,11
148,33,28
117,69,16
131,55,20
150,129,38
121,75,15
134,81,18
147,137,43
131,24,14
132,111,24
120,96,14
143,120,26
146,124,33
116,6,30
101,67,8
89,55,10
107,27,10
91,13,15
148,135,25
123,37,16
113,52,14
127,27,12
131,50,9
128,46,13
119,44,10
130,116,17
141,93,23
138,93,14
131,18,23
128,110,23
151,13,34
102,42,9
102,41,6
103,43,13
99,43,9
143,131,23
149,145,141
138,50,24
146,11,30
131,36,21
135,13,19
145,13,20
151,64,41
154,23,51
73,68,19
133,3,122
177,159,55
91,81,8
174,27,83
113,5,35
138,26,28
150,43,49
141,100,27
102,49,12
122,76,18
108,47,11
113,80,5
58,35,3
146,134,30
65,31,5
139,26,17
144,53,27
158,14,44
133,50,14
173,129,22
75,38,6
85,4,21
86,39,7
153,141,54
146,24,31
147,94,30
171,117,20
161,91,160
111,23,10
179,156,13
151,115,39
150,92,50
13,0,102
65,29,5
12,0,104
14,0,129
11,0,49
70,41,5
67,38,3
58,57,67
23,18,2
122,114,27
140,6,58
84,68,9
140,8,35
114,39,7
100,28,8
91,47,11
89,47,7
152,113,40
147,106,30
97,71,10
112,40,6
85,12,12
114,49,11
116,30,8
94,24,5
90,81,10
88,8,4
105,16,10
100,8,13
135,57,18
132,98,9
132,29,13
123,17,15
151,10,57
138,24,19
123,90,13
101,47,8
76,65,13
135,61,19
147,117,17
125,75,15
143,8,36
134,47,16
131,8,36
111,58,10
117,23,9
83,26,8
106,11,8
98,47,7
90,35,8
89,35,11
106,43,6
137,23,23
135,97,19
127,90,20
114,73,18
150,134,30
149,42,37
148,10,48
137,26,18
139,89,20
120,52,17
148,19,32
145,19,34
128,26,19
137,8,27
140,112,23
148,24,53
138,16,28
129,112,14
112,57,12
53,32,4
87,82,14
125,40,10
149,48,24
153,107,52
129,84,14
144,121,24
102,69,9
93,18,17
110,6,35
134,12,21
143,72,24
140,123,31
120,14,21
126,116,16
129,14,16
132,116,13
129,117,26
111,93,14
136,17,17
121,10,17
174,141,47
185,6,2
183,175,3
103,91,19
96,5,25
139,20,18
139,19,22
135,16,25
137,16,22
142,20,34
143,21,20
130,17,22
109,30,9
135,113,27
152,85,42
120,24,15
171,47,35
140,104,24
138,117,24
143,41,26
143,6,59
123,100,15
126,27,12
107,101,17
114,13,17
157,144,67
154,12,46
153,128,46
146,111,39
116,106,16
130,90,14
102,16,13
129,83,14
122,37,14
155,53,72
124,100,15
141,53,23
123,52,16
122,70,10
173,130,24
178,151,12
117,53,14
143,50,24
167,83,54
152,143,68
181,171,32
170,121,60
102,6,18
86,22,9
68,29,7
65,26,6
137,18,23
137,110,25
119,21,21
133,30,14
138,130,52
134,26,16
127,78,15
151,137,32
118,93,11
141,119,24
119,80,18
115,64,8
117,50,9
134,72,13
148,117,21
143,35,36
117,3,78
85,78,8
86,82,25
81,56,9
84,39,11
132,38,16
127,18,26
130,86,12
133,37,20
143,31,37
134,101,18
150,142,53
110,70,10
138,119,18
148,28,41
135,104,20
142,128,14
143,121,37
138,108,26
40,34,6
40,36,5
30,23,5
45,39,5
50,7,7
50,3,13
54,46,4
52,26,8
58,56,27
60,48,7
58,49,8
49,11,4
55,4,7
53,40,4
55,51,7
48,35,5
56,52,13
52,8,6
51,9,6
54,8,9
32,27,3
31,27,10
35,6,5
37,35,10
38,6,6
42,2,13
42,4,8
37,33,6
42,3,16
42,39,11
41,32,3
46,2,17
50,2,21
71,15,8
102,98,44
75,10,11
78,71,5
92,6,18
74,12,10
70,62,4
38,8,5
69,11,5
66,22,8
36,32,6
35,26,8
35,9,1
33,1,19
37,13,4
42,41,35
107,41,8
127,91,17
68,58,5
74,50,7
42,17,5
53,30,4
44,43,46
43,13,6
43,32,3
42,34,4
43,27,5
45,20,4
67,3,33
67,61,7
77,29,7
102,96,21
113,98,17
85,50,6
80,51,13
78,6,8
71,69,32
74,14,9
76,33,3
75,66,4
75,19,7
41,40,46
88,11,6
74,43,6
124,11,17
120,10,15
91,49,9
58,21,7
103,57,6
118,51,16
143,97,19
43,26,3
46,31,5
46,35,5
46,32,5
45,34,1
126,66,18
125,45,14
126,61,8
73,41,3
157,141,56
162,17,101
95,69,6
57,39,6
80,45,7
42,16,5
51,22,3
36,24,3
38,37,40
29,27,4
126,36,13
137,121,22
41,6,5
183,176,6
177,76,1
113,11,16
141,135,63
152,71,42
155,105,67
153,33,43
127,37,12
149,118,36
139,103,18
132,24,20
130,87,19
127,66,9
148,132,30
143,18,27
125,26,26
127,34,10
107,13,16
106,96,8
108,13,19
126,115,18
149,83,31
136,88,20
143,125,26
135,90,12
130,38,23
130,33,14
131,41,16
143,38,38
151,106,49
125,87,14
136,73,21
121,47,14
134,74,23
118,104,24
133,82,16
75,3,37
135,56,13
149,75,30
159,143,63
135,41,19
129,64,16
147,85,33
143,15,27
141,120,28
138,80,19
50,36,5
99,23,10
122,39,8
173,83,7
136,125,23
109,53,10
90,65,12
140,65,23
153,131,54
148,69,32
120,70,12
141,109,15
143,76,29
149,30,33
141,74,21
85,72,13
132,59,23
144,87,21
153,142,42
71,52,4
72,56,9
111,38,10
114,82,12
64,25,8
65,62,18
27,26,15
62,37,10
158,114,122
47,46,49
46,3,22
45,43,16
92,85,14
73,6,12
74,6,7
70,66,24
67,65,30
62,23,2
71,18,4
156,126,55
176,149,31
110,14,14
113,97,18
78,61,8
70,58,8
74,58,6
74,57,6
67,37,4
77,40,7
147,66,28
43,14,4
52,32,3
52,33,3
64,46,4
74,64,8
170,96,15
170,59,20
170,57,19
172,121,15
172,33,78
171,121,46
136,132,92
172,46,20
175,49,6
174,127,6
176,125,2
176,129,3
171,39,77
176,34,9
178,144,3
177,33,9
170,41,80
176,143,19
173,120,9
176,32,13
152,17,44
174,55,4
177,135,2
173,51,5
175,138,18
171,109,12
149,82,29
155,138,51
67,20,12
79,45,6
86,20,8
69,51,6
64,21,4
67,21,5
177,19,68
152,39,41
69,20,6
140,29,22
88,84,27
180,20,5
172,116,3
181,161,1
157,16,38
